"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"SOCCBUS","198509","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198510","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198511","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198512","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198513","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198601","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198602","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198603","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198604","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198605","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198606","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198607","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198608","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198609","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198610","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198611","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198612","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198613","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198701","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198702","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198703","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198704","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198705","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198706","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198707","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198708","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198709","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198710","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198711","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198712","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198713","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198801","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198802","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198803","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198804","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198805","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198806","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198807","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198808","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198809","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198810","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198811","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198812","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198813","Not Available","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198901","0.01","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198902","0.01","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198903","0.014","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198904","0.016","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198905","0.017","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198906","0.017","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198907","0.018","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198908","0.018","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198909","0.016","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198910","0.015","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198911","0.012","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198912","0.012","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","198913","0.176","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199001","0.011","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199002","0.012","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199003","0.016","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199004","0.018","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199005","0.02","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199006","0.02","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199007","0.021","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199008","0.02","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199009","0.019","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199010","0.017","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199011","0.014","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199012","0.013","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199013","0.2","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199101","0.012","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199102","0.013","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199103","0.018","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199104","0.02","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199105","0.022","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199106","0.022","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199107","0.023","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199108","0.023","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199109","0.021","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199110","0.019","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199111","0.016","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199112","0.015","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199113","0.224","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199201","0.013","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199202","0.014","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199203","0.02","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199204","0.022","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199205","0.024","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199206","0.024","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199207","0.025","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199208","0.025","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199209","0.023","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199210","0.021","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199211","0.017","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199212","0.016","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199213","0.244","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199301","0.014","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199302","0.016","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199303","0.021","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199304","0.024","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199305","0.026","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199306","0.026","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199307","0.028","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199308","0.027","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199309","0.025","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199310","0.023","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199311","0.019","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199312","0.018","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199313","0.266","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199401","0.016","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199402","0.017","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199403","0.024","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199404","0.026","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199405","0.029","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199406","0.029","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199407","0.031","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199408","0.031","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199409","0.028","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199410","0.025","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199411","0.021","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199412","0.02","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199413","0.298","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199501","0.018","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199502","0.02","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199503","0.027","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199504","0.03","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199505","0.033","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199506","0.034","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199507","0.035","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199508","0.035","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199509","0.032","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199510","0.029","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199511","0.024","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199512","0.023","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199513","0.341","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199601","0.021","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199602","0.023","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199603","0.032","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199604","0.035","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199605","0.038","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199606","0.039","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199607","0.041","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199608","0.04","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199609","0.037","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199610","0.034","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199611","0.027","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199612","0.026","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199613","0.393","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199701","0.024","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199702","0.025","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199703","0.035","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199704","0.039","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199705","0.043","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199706","0.043","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199707","0.045","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199708","0.045","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199709","0.041","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199710","0.037","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199711","0.03","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199712","0.029","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199713","0.434","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199801","0.027","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199802","0.029","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199803","0.039","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199804","0.044","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199805","0.048","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199806","0.048","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199807","0.051","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199808","0.05","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199809","0.046","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199810","0.042","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199811","0.034","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199812","0.033","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199813","0.491","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199901","0.031","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199902","0.033","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199903","0.046","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199904","0.051","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199905","0.056","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199906","0.057","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199907","0.059","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199908","0.059","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199909","0.054","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199910","0.049","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199911","0.04","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199912","0.038","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","199913","0.572","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200001","0.035","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200002","0.038","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200003","0.052","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200004","0.057","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200005","0.063","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200006","0.064","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200007","0.067","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200008","0.066","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200009","0.061","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200010","0.055","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200011","0.045","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200012","0.043","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200013","0.648","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200101","0.043","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200102","0.046","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200103","0.064","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200104","0.07","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200105","0.078","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200106","0.078","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200107","0.082","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200108","0.081","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200109","0.074","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200110","0.068","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200111","0.056","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200112","0.053","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200113","0.793","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200201","0.05","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200202","0.054","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200203","0.074","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200204","0.082","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200205","0.091","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200206","0.091","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200207","0.096","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200208","0.095","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200209","0.087","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200210","0.079","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200211","0.065","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200212","0.061","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200213","0.926","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200301","0.058","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200302","0.063","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200303","0.087","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200304","0.095","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200305","0.105","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200306","0.106","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200307","0.112","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200308","0.11","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200309","0.101","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200310","0.092","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200311","0.075","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200312","0.071","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200313","1.076","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200401","0.071","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200402","0.077","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200403","0.106","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200404","0.117","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200405","0.129","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200406","0.13","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200407","0.137","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200408","0.135","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200409","0.123","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200410","0.112","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200411","0.092","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200412","0.088","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200413","1.318","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200501","0.107","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200502","0.115","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200503","0.159","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200504","0.175","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200505","0.193","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200506","0.195","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200507","0.205","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200508","0.203","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200509","0.185","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200510","0.168","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200511","0.138","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200512","0.131","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200513","1.975","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200601","0.155","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200602","0.167","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200603","0.23","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200604","0.253","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200605","0.28","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200606","0.282","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200607","0.296","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200608","0.293","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200609","0.267","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200610","0.244","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200611","0.2","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200612","0.19","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200613","2.857","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200701","0.218","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200702","0.235","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200703","0.323","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200704","0.356","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200705","0.394","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200706","0.397","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200707","0.417","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200708","0.413","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200709","0.376","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200710","0.343","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200711","0.281","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200712","0.267","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200713","4.02","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200801","0.349","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200802","0.376","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200803","0.518","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200804","0.571","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
"SOCCBUS","200805","0.631","7","Solar Energy Consumed by the Commercial Sector","Trillion Btu"
